ndex,thumbnail,name,description
133,https://archives.bulbagarden.net/media/upload/thumb/4/4c/0133Eevee.png/70px-0133Eevee.png,Eevee-Starter,weak weak frail frail slow light short adaptability anticipation run away normal  eevee-starter 133 paw pattern player anime cloud opponent partner variety nose gender access enemy bouncy incitie habitat flower evolution power fur theanime key bubble toe shade mystery trait face change element gene tip size environment base wild theplayerstart mammalian truegender will eye movesbouncy move design pad structure city triangular tail z difference ear marking interior stat foot result collar start leg town
134,https://archives.bulbagarden.net/media/upload/thumb/6/6d/0134Vaporeon.png/70px-0134Vaporeon.png,Vaporeon,weak strong frail frail slow light short hydration water absorb water  vaporeon 134 land rain inurban lake ownership gill origin nose ability enemy side prey similarity molecule folklore mermaid past moisture shore composition setting spine toe blue head trait share swimming fin foot wild webbing cream spiky animal eye hind cell neck pad body tail lifestyle settingsunder ear top ridge water
135,https://archives.bulbagarden.net/media/upload/thumb/e/e3/0135Jolteon.png/70px-0135Jolteon.png,Jolteon,weak strong frail frail fast light short quick feet volt absorb electric  jolteon 135 paw oftrainer lightning ruff bolt ownership nose volt enemy charge incitie mood fur quadrupedal ion toe time needle crackling lung mammalian swing tendency spiky eye level cell neck pad city electricity tail organ nature fringe ear townsunder interior strung noise leg town
136,https://archives.bulbagarden.net/media/upload/thumb/f/f1/0136Flareon.png/70px-0136Flareon.png,Flareon,strong weak frail frail slow light short flash fire guts fire  flareon 136 paw mane wilderness eitherberriesor area nose flame sac c personality prey fur toe berry head air store form tuft roast mammalian omnivore orange ° eye temperature chest neck pad body tail ear consumption interior foot collar fire
137,https://archives.bulbagarden.net/media/upload/thumb/8/8e/0137Porygon.png/70px-0137Porygon.png,Porygon,weak weak frail frail slow light short analytic download trace normal porygon2 porygon 137 specie signature togeneration appearance game computer origin duplication distortion ability camouflage datum ancienthisui part copy art limb artificial protection evolution power technology usingconversion v code head time generation space people beak form prism mean building eye entry movesconversionandconversion torso front triangular move distortionsand body man tail programming document food cyberspace decade color foot state lab
138,https://archives.bulbagarden.net/media/upload/thumb/e/e6/0138Omanyte.png/70px-0138Omanyte.png,Omanyte,weak weak frail frail slow light short shell armor swift swim weak armor rock water omastar omanyte 138 specie ocean sky nautilus area saucer byarcheopsandcarracosta tentacle anammoniteornautilus direction rim ammonite mollusk air indent people shell wild helix eye problem body buoyancy back fromfossil fossil life
139,https://archives.bulbagarden.net/media/upload/thumb/6/66/0139Omastar.png/70px-0139Omastar.png,Omastar,weak strong bulky frail slow light short shell armor swift swim weak armor rock water  omastar 139 sea pupil extinction spike sky tooctillery sclerae content nautilus mouth fang oval prey consequence ancestor hunting prehistoricshellder tentacle anammoniteornautilus force rim turn ammonite mollusk indent shell swam beak rock helix eye midsection front weight body mobility search back theseasin
140,https://archives.bulbagarden.net/media/upload/thumb/d/d2/0140Kabuto.png/70px-0140Kabuto.png,Kabuto,weak weak frail frail slow light short battle armor swift swim weak armor rock water kabutops kabuto 140 pair population ocean onbeache year beach ability underside floor horseshoe sight time swimming space shell ahorseshoe eye structure body arthropod top leg crab
141,https://archives.bulbagarden.net/media/upload/thumb/4/41/0141Kabutops.png/70px-0141Kabutops.png,Kabutops,strong weak frail frail slow light short battle armor swift swim weak armor rock water  kabutops 141 land lead ocean extinction homekabutop knot build enemy side prey limb armoredbuild spine head claw change forearm kabutop foot prehistoricarthropodpokémonwith abdoman process scythe hand eye front chest dweller tail arthropod leftover point back fluid ridge leg gill
142,https://archives.bulbagarden.net/media/upload/thumb/2/2c/0142Aerodactyl.png/70px-0142Aerodactyl.png,Aerodactyl,strong weak frail frail fast light short pressure rock head unnerve rock flying  aerodactyl 142 end piece land impact stony grasp spike arrow tear sky material attempt mountain appearance mouth burden fang object wing evensteel prey part cry corner pterosaur themountain power attitude reptilian joint skin toe time safety stone gene flight type wrist hump tip foot fiercer talon snout eyebrow steel saw plate researcher spiky rock meteor hand eye front seclusion chest torso jaw body tail chin throat back casualty ornament feature ear restoration ridge result thank fossilization diamond ofmega
143,https://archives.bulbagarden.net/media/upload/thumb/3/3f/0143Snorlax.png/70px-0143Snorlax.png,Snorlax,strong weak frail frail slow light short gluttony immunity thick fat normal  snorlax 143 cloud pebble bounce disaster mountain slumber village laziness tree effect bulk lbs child rice limb stomach power arm patch fur battle plant poison growth blue head face claw inmountain day type seed greenmammalianpokémonwith bush forest mammalian cream grass belly rock hand move pad eater jaw body food tooth attack supply granary z ear foot leg
144,https://archives.bulbagarden.net/media/upload/thumb/d/d0/0144Articuno.png/70px-0144Articuno.png,Articuno,weak weak frail frail slow light short pressure snow cloak ice flying  articuno 144 anime mask opponent place ice appearance mountain sky largeavianpokémonwith paper plumage ability wing personality iron crest name escape mass disc power fall forehead moisture one energy movement traveler toe hill.[1 shade locationssuch streamer blue mirage safety air rhombus order talon beak coloration thedyna region purpose will snow eye blade chest move body tail beam back counterpart location color decade marking avian foot feather edge leg legend
145,https://archives.bulbagarden.net/media/upload/thumb/c/c6/0145Zapdos.png/70px-0145Zapdos.png,Zapdos,weak strong frail frail fast light short pressure static electric flying  zapdos 145 lightning mask thundercloud opponent might appearance basis thigh mountain bolt dump tree plumage wing gain crest name mass power movement battle sound km toe hill.[1 truck head strike ring electric crackling backward talon beak coloration snapping orange spiky remnant eye chest triangular neck move electricity body tail row back thunderstorm counterpart zapdo nature marking point avian decade kick foot feather mph leg
146,https://archives.bulbagarden.net/media/upload/thumb/2/21/0146Moltres.png/70px-0146Moltres.png,Moltres,strong strong frail frail slow light short flame body pressure fire flying  moltres 146 land signature curl touch mountain victim spring shadow itssignature flap springtime build aura flame plumage tree wing personality movefiery foe crest moltre name scheme power south galarianmoltre energy magenta mind spirit demeanor toe hill.[1 highlight fatigue head volcano magma tip backward talon beak ember orange eye front triangular neck move wrath body tail attack story decade counterpart color coming marking feature avian foot feather leg flash
147,https://archives.bulbagarden.net/media/upload/thumb/a/ae/0147Dratini.png/70px-0147Dratini.png,Dratini,weak weak frail frail slow light short marvel scale shed skin dragon dragonair dratini 147 signature myth flow fisherman oval colony side hour water underside forehead length existence energy skin meter luxury boot head pool fin snout waterfall bottom process livenear horn bump eye texture dratini move body food underwater foot life
148,https://archives.bulbagarden.net/media/upload/thumb/0/0d/0148Dragonair.png/70px-0148Dragonair.png,Dragonair,weak weak frail frail slow light short marvel scale shed skin dragon dragonite dragonair 148 sea anime signature offering swirl appearance lake sky curve year oval aura wing side underside forehead weather gratitude orb energy head time air people order snout base dragonair amount start horn eye crystal neck vicinity move scale body tail andlake result person
149,https://archives.bulbagarden.net/media/upload/thumb/1/1c/0149Dragonite.png/70px-0149Dragonite.png,Dragonite,strong weak frail frail slow light short inner focus multiscale dragon flying  dragonite 149 pair sea anime altruism lead ocean signature antennae appearance draconic build wing nostril hour power arm sign weather joint sound inthe skin globe battle figurehead smithereen head claw safety skeleton guardian tip environment snout human wild island orange sprout cream speed horn rampage eye membrane intelligence neck move body look tail ship inhabit top theanime leg
150,https://archives.bulbagarden.net/media/upload/thumb/8/89/0150Mewtwo.png/70px-0150Mewtwo.png,Mewtwo,strong strong frail frail fast light short pressure unnerve psychic  mewtwo 150 motionless anime year feline logsfound skull existence energy spine growth base building tube move structure scientist other back onmew splicing control spike ton aversion engineering enemy ability bipedal foe experiment levitation v meter sternum head forearm storm form strength jungle process horn hand torso line y skill history grip dna opponent shoulder thigh heart artificial arm forehead battle toe mewtwo tip size order movepsystrike wild log eye chest neck muscle feature characteristic top ridge second foot leg digit logs embryo breastplate limb power bulb movie mind cave ring gene compassion asternumreplace thought appendage mansion tail fear collar state
151,https://archives.bulbagarden.net/media/upload/thumb/9/9a/0151Mew.png/70px-0151Mew.png,Mew,strong weak frail frail fast light short synchronize psychic  mew 151 paw anime place playfulness mountain splitting event note year heart oval selflessness cry sunrise protection arm sign behavior fur movie orb energy folk theanimeto range expedition mirage generation time song air bipedalpokémonwithmammalianfeature ofgeneration desire tip people snout sun curiosity drama mammalian peak radio will sol hind eye intelligence triangular move body series tail attack twopokémonat scientist z honor microscope feature ear marking shyness pink underwater mother report person dna
152,https://archives.bulbagarden.net/media/upload/thumb/b/bc/0152Chikorita.png/70px-0152Chikorita.png,Chikorita,weak weak frail frail slow light short leaf guard overgrow grass bayleef chikorita 152 oftrainer proportion rest grassland ownership green ingrassland toe warmth head sun status aroma eye temperature neck bud body waft tail humidity nature top leg leaf
153,https://archives.bulbagarden.net/media/upload/thumb/8/85/0153Bayleef.png/70px-0153Bayleef.png,Bayleef,weak weak frail frail slow light short leaf guard overgrow grass meganium bayleef 153 grassland healing scent tree effect ingrassland asauropoddinosaur forehead fragrance head leave combination dinosaur snout aroma eye neck shoot nail series tail foot leaf
154,https://archives.bulbagarden.net/media/upload/thumb/8/8b/0154Meganium.png/70px-0154Meganium.png,Meganium,weak weak frail frail slow light short leaf guard overgrow grass  meganium 154 pattern anime grassland antennae ingrassland male asauropoddinosaur flower power peacemaker inthe meganium plant claw guardian staman dinosaur twostaman snout breath aroma grass eye neck petal feeling tail top foot female edge
155,https://archives.bulbagarden.net/media/upload/thumb/9/97/0155Cyndaquil.png/70px-0155Cyndaquil.png,Cyndaquil,weak weak frail frail slow light short blaze flash fire fire quilava cyndaquil 155 curl grassland appearance flame ongrassland arm underside fur ball spine snout wild circle cream eye nail body back nature top foot leg fire
156,https://archives.bulbagarden.net/media/upload/thumb/3/3f/0156Quilava.png/70px-0156Quilava.png,Quilava,weak weak frail frail slow light short blaze flash fire fire typhlosion quilava 156 paw opponent grassland half flame rear green ongrassland evolution underside forehead fur energy battle spot toe gust air combination type snout wild cream eye triangular body attack back ear interior fire
157,https://archives.bulbagarden.net/media/upload/thumb/1/13/0157Typhlosion.png/70px-0157Typhlosion.png,Typhlosion,weak strong frail frail fast light short blaze flash fire fire  typhlosion 157 digit paw coarse pattern soul emanating control grassland appearance opponent flow emotion mouth heat purifie flame rear beast ongrassland afterlife ghost fur movement battle spot energy center magenta spirit head explosion typhlosion space thehisuiregion haze snout wild region spiky eye front triangular neck life move body tooth search back nature color fringe ear tongue total top collar canine fire
158,https://archives.bulbagarden.net/media/upload/thumb/f/f7/0158Totodile.png/70px-0158Totodile.png,Totodile,weak weak frail frail slow light short sheer force torrent water croconaw totodile 158 likeriver lake finger side habit arm pond center spine v toe tip wild injury crocodilianpokémonwith eye chest jaw line body tail tooth row back nature marking river ridge water
159,https://archives.bulbagarden.net/media/upload/thumb/0/03/0159Croconaw.png/70px-0159Croconaw.png,Croconaw,weak weak frail frail slow light short sheer force torrent water feraligatr croconaw 159 pattern shoulder spike mouth fang corner skin fish head tip animal eye chest hook jaw body tail tooth point cluster marking top diamond water
160,https://archives.bulbagarden.net/media/upload/thumb/2/29/0160Feraligatr.png/70px-0160Feraligatr.png,Feraligatr,strong weak frail frail slow light short sheer force torrent water  feraligatr 160 shoulder thigh fighting group fang finger foe prey waist four arm center spine v toe head difficulty tip foot crocodilianpokémonwith eye hip hind knee weight scale jaw body line tail tooth point back marking top ridge edge leg water
161,https://archives.bulbagarden.net/media/upload/thumb/3/34/0161Sentret.png/70px-0161Sentret.png,Sentret,weak weak frail frail slow light short frisk keen eye run away normal furret sentret 161 pack grassland mouth four arm fur stripe sentret sleep ring keeping temperate mammalian belly hind eye body danger tail surrounding nature other ear interior foot ground leg watch
162,https://archives.bulbagarden.net/media/upload/thumb/a/a8/0162Furret.png/70px-0162Furret.png,Furret,weak weak frail frail slow light short frisk keen eye run away normal  furret 162 predator curl grassland meadow inlental prey maze limb four arm length cheek fur like bodiedmustelidpokémonwith head ring tip burrow temperate nest cream speed forepaw ground eye hind neck structure body tail back marking ear mother whisker leg offspring
163,https://archives.bulbagarden.net/media/upload/thumb/3/38/0163Hoothoot.png/70px-0163Hoothoot.png,Hoothoot,weak weak frail frail slow light short insomnia keen eye tinted lens normal flying noctowl hoothoot 163 track anime boreal rhythm protrusion extension gear tree owl ability wing world nesting clock hole rim intree toe head time trunk ring day result theworld'srotation beak temperate rotation alternate forest speed droop belly hand eye body messenger tail tooth today organ fan avian foot feather theanime
164,https://archives.bulbagarden.net/media/upload/thumb/1/14/0164Noctowl.png/70px-0164Noctowl.png,Noctowl,weak weak frail frail slow light short insomnia keen eye tinted lens normal flying  noctowl 164 sense stage pattern anime vision boreal tree plumage owl wing prey state nesting darkness underside inthe brown toe beard shade emperor head ring intellect flight triangle fail talon temperate beak eyebrow light forest cream horn eye angle chest tail fan night avian foot feather offender degree
165,https://archives.bulbagarden.net/media/upload/thumb/9/91/0165Ledyba.png/70px-0165Ledyba.png,Ledyba,weak weak frail frail slow light short early bird rattled swarm bug flying ledian ledyba 165 pair pattern anime rest antennae emotion group wing world home male whistle boxing joint resemble spot fruit plant head warmth leave communication temperate nest ladybug forest jungle mean hand eye role jaw body command fluid individual cluster location elytra glove foot female leg intemperate
166,https://archives.bulbagarden.net/media/upload/thumb/4/4f/0166Ledian.png/70px-0166Ledian.png,Ledian,weak weak frail frail slow light short early bird iron fist swarm bug flying  ledian 166 pair eatberrie pattern rest antennae sky mouth area wing male limb power fighter arm underside forehead boxing powder quantity energy addition spot center number sleep head leave day punch barrage temperate humanoidladybug ladybug forest cream grass luck eye hand star neck body back night elytra glove top foot female forestsduring leg intemperate
167,https://archives.bulbagarden.net/media/upload/thumb/2/2b/0167Spinarak.png/70px-0167Spinarak.png,Spinarak,weak weak frail frail slow light short insomnia sniper swarm bug poison ariados spinarak 167 pair expression end aspider anime pupil ariado togeneration game net signature fisherman web band theanimeand kind prey mandible movetoxic forehead skin v hunter poison generation face vibration stone day middle treatment wound silk temperate abdoman form dot forest horn video eye move line webs spider back redmandible leg
168,https://archives.bulbagarden.net/media/upload/thumb/5/5c/0168Ariados.png/70px-0168Ariados.png,Ariados,weak weak frail frail slow light short insomnia sniper swarm bug poison  ariados 168 pair signature ariado pattern wander togeneration victim friend mouth band fang web rear prey leisure mandible yellowspinnereton movetoxic forehead forestsand spot v stripe generation face leave whitemandible depth hunt temperate abdoman red nest forest ceiling form purple horn eye move wall structure hook thread spinneret spider back search fluid foot leg
169,https://archives.bulbagarden.net/media/upload/thumb/3/35/0169Crobat.png/70px-0169Crobat.png,Crobat,weak weak frail frail fast light short infiltrator inner focus poison flying  crobat 169 blood pair pupil branch mouth set finger fang tree ability wing prey fur cave claw middle chiropteran flight combination bottom wild tuft purple speed hind eye membrane incavesor body lack tooth down back ear foot ground leg distance
170,https://archives.bulbagarden.net/media/upload/thumb/c/ca/0170Chinchou.png/70px-0170Chinchou.png,Chinchou,weak weak frail frail slow light short illuminate volt absorb water absorb water electric lanturn chinchou 170 pair land teardrop anime ocean pupil antennae rear ability kind prey power sign orb floor head surface current fin tip light eye cell body electricity tail other tingle piscine foot territory
171,https://archives.bulbagarden.net/media/upload/thumb/0/09/0171Lanturn.png/70px-0171Lanturn.png,Lanturn,weak weak frail frail slow light short illuminate volt absorb water absorb water electric  lanturn 171 predator mask ocean anglerfish half nickname prey bacteria orb resemble kilometer surface fin tip depth tailfin lanturn dorsal light glow eye antenna theocean back modification fluid mile piscine edge flash
172,https://archives.bulbagarden.net/media/upload/thumb/f/f3/0172Pichu.png/70px-0172Pichu.png,Pichu,weak weak frail frail slow light short lightning rod static electric pikachu pichu 172 formcalledspiky anime thundercloud adult dryness spike shower rodent group area nose theanimeand show cheek fur demeanor themanga day shock tip spark crackling human pouch form dot amount forest thrive hind courage move electricity tail manga ear dwellingrodentpokémonwith ground collar leg
173,https://archives.bulbagarden.net/media/upload/thumb/7/73/0173Cleffa.png/70px-0173Cleffa.png,Cleffa,weak weak frail frail slow light short cute charm friend guard magic guard fairy clefairy cleffa 173 digit anime impact curl appearance mouth morning blush arm cheek forehead fortune silhouette dance sighting region form meteor star eye shooting tail dew point site night ear thirst leg
174,https://archives.bulbagarden.net/media/upload/thumb/0/06/0174Igglybuff.png/70px-0174Igglybuff.png,Igglybuff,weak weak frail frail slow light short competitive cute charm friend guard normal fairy jigglypuff igglybuff 174 pattern grassland swirl bounce bipedalballoon emotion ability foe limb cord forehead ball fragrance period singing -like thegrasslandsclose head freshwater balloon tuft eye temperature move stream body throat hair top water
175,https://archives.bulbagarden.net/media/upload/thumb/0/01/0175Togepi.png/70px-0175Togepi.png,Togepi,weak weak frail frail slow light short hustle serene grace super luck fairy togetic togepi 175 anime soul spike need egg - disposition oval enemy side shape border cone arc arm sign smile energy inthe yellowpokémonwith toe poison happiness havoc head time shell base care wild light crown forest eggshell theforest luck sol eye pad body joy other nature color animeha foot result
176,https://archives.bulbagarden.net/media/upload/thumb/3/3b/0176Togetic.png/70px-0176Togetic.png,Togetic,weak weak frail frail slow light short hustle serene grace super luck fairy flying togekiss togetic 176 pair pattern appearance heart wing world energy dainty happiness ring people wild dust forest theforest stature kindness neck triangular body joy back person leg
177,https://archives.bulbagarden.net/media/upload/thumb/7/71/0177Natu.png/70px-0177Natu.png,Natu,weak weak frail frail slow light short early bird magic bounce synchronize psychic flying xatu natu 177 forestsin thing branch tree area ability wing world crest ruin behavior spine plant stripe head trunk accent temperate beak forest ground eye shoot bud body tail food occasion top foot feather toed
178,https://archives.bulbagarden.net/media/upload/thumb/c/c3/0178Xatu.png/70px-0178Xatu.png,Xatu,weak weak frail frail fast light short early bird magic bounce synchronize psychic flying  xatu 178 anime likepokémonwith vision black left set wing crest male theory past movement fear stripe toe -like asemaphorefashion accent day coloration beak sun future forest fashion condor doll eye front pole design back animeha totem foot feather
179,https://archives.bulbagarden.net/media/upload/thumb/1/16/0179Mareep.png/70px-0179Mareep.png,Mareep,weak weak frail frail slow light short plus static electric flaaffy mareep 179 digit end pattern grassy wool disposition field charge week summer bulb farm fur quality battle head time clothing tiptoe air middle shock sphere store wild tuft cream eye ovine body electricity tail volume winter ear fleece foot
180,https://archives.bulbagarden.net/media/upload/thumb/1/19/0180Flaaffy.png/70px-0180Flaaffy.png,Flaaffy,weak weak frail frail slow light short plus static electric ampharos flaaffy 180 curl mane opponent wool meadow side field arm farm quality orb skin stripe head clothing eye ovine nail body electricity tail ear hair fleece top foot
181,https://archives.bulbagarden.net/media/upload/thumb/c/c2/0181Ampharos.png/70px-0181Ampharos.png,Ampharos,weak strong frail frail slow light short plus static electric  ampharos 181 blood ocean grassland wool signal ingrassland arm farm forehead orb energy stripe toe head ring gene space tip people dragon base light form amount flipper belly neck ovine nail beacon body tail back ear foot formsmareepandflaaffy
182,https://archives.bulbagarden.net/media/upload/thumb/5/51/0182Bellossom.png/70px-0182Bellossom.png,Bellossom,weak weak frail frail slow light short chlorophyll healer grass  bellossom 182 biped anime sunlight appearance dancing rainfall dancer waist flower evolution cheek weather sound center plant persist season head leave tropic stone viaevolution dance wild aroma flowering chanting eye hula skirt petal thegloomit substitute marking plain foot result theanime leg
183,https://archives.bulbagarden.net/media/upload/thumb/8/8e/0183Marill.png/70px-0183Marill.png,Marill,weak weak frail frail slow light short huge power sap sipper thick fat water fairy azumarill marill 183 digit anime aquaticrodentpokémon - rodent inside tree resistance shape arm thewater ball fur sound addition plant bubble surface current tip belly buoy stream tail food oil moment ear foot semi edge water
184,https://archives.bulbagarden.net/media/upload/thumb/2/22/0184Azumarill.png/70px-0184Azumarill.png,Azumarill,weak weak frail frail slow light short huge power sap sipper thick fat water fairy  azumarill 184 end digit pattern half lake inside bipedal zigzagging prey arm bubble air day tip rabbit balloon eye body tail hearing ear river inriver foot distance water
185,https://archives.bulbagarden.net/media/upload/thumb/2/2f/0185Sudowoodo.png/70px-0185Sudowoodo.png,Sudowoodo,strong weak frail frail slow light short rattled rock head sturdy rock  sudowoodo 185 end signature appearance branch source finger tree sudowoodo camouflage male arm length composition spot plant sudowoodo head type sphere forest magazine grass log rock angle move body path position disguise winter shelter fan top foot female foreleg leg water
186,https://archives.bulbagarden.net/media/upload/thumb/9/9b/0186Politoed.png/70px-0186Politoed.png,Politoed,weak weak frail frail slow light short damp drizzle water absorb water  politoed 186 chorus swirl lake nightfall leader finger gender male cry water cheek shouting topoliwagandpoliwhirl spot toe head amphibian status wild belly hand throat voice hair top female edge leg proof claim king
187,https://archives.bulbagarden.net/media/upload/thumb/c/c9/0187Hoppip.png/70px-0187Hoppip.png,Hoppip,weak weak frail frail slow light short chlorophyll infiltrator leaf guard grass flying skiploom hoppip 187 pupil grassland mountain inside adandelion field world wind arm underside plant dandelion breeze head leave air tip order environment temperate region round eye triangular pad body tail ear top foot ground edge leg distance
188,https://archives.bulbagarden.net/media/upload/thumb/f/f2/0188Skiploom.png/70px-0188Skiploom.png,Skiploom,weak weak frail frail slow light short chlorophyll infiltrator leaf guard grass flying jumpluff skiploom 188 pupil sunlight grassland game scent tree oval c side flower arm weather center plant shade clockwise head air thegame people fluctuate temperate bloom sun region ° eye temperature thermometer petal body blossom tail birth location ear top foot
189,https://archives.bulbagarden.net/media/upload/thumb/6/64/0189Jumpluff.png/70px-0189Jumpluff.png,Jumpluff,weak weak frail frail fast light short chlorophyll infiltrator leaf guard grass flying  jumpluff 189 end cough pupilless spore grassland journey wind arm itchiness globe plant head time leave hurricane air flight current temperate base round amount eye cotton body tail top foot puff offspring life
190,https://archives.bulbagarden.net/media/upload/thumb/0/0d/0190Aipom.png/70px-0190Aipom.png,Aipom,weak weak frail frail slow light short pickup run away skill link normal ambipom aipom 190 end rest branch tree object male arm fur smile cowlick fruit skin head face time treetops air simian tip temperate purpose forest balance manipulate belly stub hand eye body tail food banana ear foot female
191,https://archives.bulbagarden.net/media/upload/thumb/6/67/0191Sunkern.png/70px-0191Sunkern.png,Sunkern,weak weak frail frail slow light short chlorophyll early bird solar power grass sunflora sunkern 191 predator population likepokémonwith sky mouth year protrusion morning meadow streak reason summer patterning evolution plant stripe -like weakness head leave temperate seed sprout eye triangular attacker body explode dew nutrient asspearow top eyelid
192,https://archives.bulbagarden.net/media/upload/thumb/0/0d/0192Sunflora.png/70px-0192Sunflora.png,Sunflora,weak strong frail frail slow light short chlorophyll early bird solar power grass  sunflora 192 grassy sunlight stop meadow convert asunflower sunflower limb arm direction weather addition rim plant toe head trunk face leave sun wild cream eye petal design plenty manner line body nutrition foot convertssunlight water
193,https://archives.bulbagarden.net/media/upload/thumb/2/2d/0193Yanma.png/70px-0193Yanma.png,Yanma,weak weak frail frail fast light short compound eyes frisk speed boost bug flying yanmega yanma 193 pair end mask cover see place spike insect band frail extension stop area ability wing side eyesight prey wave center insectoid head face sight flier flight shock house glass abdoman dragonfly evasiveness speed eye thorax midair body tail food top territory toed leg degree
194,https://archives.bulbagarden.net/media/upload/thumb/f/f7/0194Wooper.png/70px-0194Wooper.png,Wooper,weak weak frail frail slow light short damp unaware water absorb water ground quagsire wooper 194 predator land pair anime pattern travel dehydrating branch group side evening male relative water mud upright stomach shore help inthe skin marsh cold head time change armless air film pain result toquagsire coloration bottom region liquid purple belly eye body tail food adaptation surrounding armlessaxolotl marking axolotl foot female territory bone gill
195,https://archives.bulbagarden.net/media/upload/thumb/0/01/0195Quagsire.png/70px-0195Quagsire.png,Quagsire,weak weak frail frail slow light short damp unaware water absorb water ground  quagsire 195 digit anime sunlight rest swamp mouth quagsire toclodsire object prey male layer top spine skin stripe head unintelligent swimming day target fin waterfall hand eye neck body food towardswooper attack moon back nature freshwater foot female celebration water
196,https://archives.bulbagarden.net/media/upload/thumb/6/67/0196Espeon.png/70px-0196Espeon.png,Espeon,weak strong frail frail fast light short magic bounce synchronize psychic  espeon 196 paw signature espeon pupil shift sunlight inurban need ownership itssignature source area enemy quiver power forehead fur weather movement quadrupedal dainty energy battle air desire tip wild tuft glow mammalian thought eye move loyalty tail gem night fine ear velvety leg
197,https://archives.bulbagarden.net/media/upload/thumb/e/e1/0197Umbreon.png/70px-0197Umbreon.png,Umbreon,weak weak frail bulky slow light short inner focus synchronize dark  umbreon 197 pair inurban ownership mouth band area aura pore prey evolution darkness forehead fur energy moonlight ring othertrainer hunt wild glow mammalian umbreon sweat eye structure jaw body tail tooth moon moment throat night ear offender spray result leg
198,https://archives.bulbagarden.net/media/upload/thumb/e/e7/0198Murkrow.png/70px-0198Murkrow.png,Murkrow,weak weak frail frail slow light short insomnia prankster super luck dark flying honchkrow murkrow 198 end amongstforest pupil fondness swamp mountain word sclerae ownership group band trail nose object crest male misfortune broom feather traveler thieving toe head servant flock order beak base tuft hat murder fly forest spiky luck eye neck move attacker stash ofhonchkrow tail saying awaken witch feathery nature night dusk prank avian call foot female collar incantation
199,https://archives.bulbagarden.net/media/upload/thumb/8/89/0199Slowking.png/70px-0199Slowking.png,Slowking,weak weak frail frail slow light short oblivious own tempo regenerator water psychic  slowking 199 sea anime game ruff bite nostril venom wit seaweed stripe base muzzle tube texture move intuition gem back clawless result edge appearance spike bipedalpokémonwith milk ability shape shellder cloak chain one skyrocket center spot situation head release coloration tothe speech horn hand intelligence wearer body slowking toxin beach thegalaricaspices plan inspiration battle poison time potion type tip size human wild coconut belly eye neck brain tooth language chemical foot thumb water digit half rougher diet personality side sage power spell evolve tail itsability reaction incantation
200,https://archives.bulbagarden.net/media/upload/thumb/1/1f/0200Misdreavus.png/70px-0200Misdreavus.png,Misdreavus,weak weak frail frail slow light short levitate ghost mismagius misdreavus 200 signature anime togeneration theside game half sclerae itssignature object trick side misdreavus arm darkness ghost dress cave nourishment flutter day people resemblance anocturnalpokémon likepokémon appendage eye hand neck move body incave seriesgame series gem night hair fear theanime leg
201,https://archives.bulbagarden.net/media/upload/thumb/b/b4/0201Unown.png/70px-0201Unown.png,Unown,weak weak frail frail slow light short levitate psychic  unown 201 land signature anime control predate communicate sclerae finger ability extremelyrare world ruin postdate tentacle power wave one wish effort reality number mystery way letter writing thehisuiregion alphabet region form connection dream radio init ingeneration thought appendage eye thepokégearradio move wall research engraving mark counterpart hieroglyph punctuation language dimension melody text life
202,https://archives.bulbagarden.net/media/upload/thumb/7/7d/0202Wobbuffet.png/70px-0202Wobbuffet.png,Wobbuffet,weak weak frail frail slow light short shadow tag telepathy psychic  wobbuffet 202 meet lipstick - mouth male arm counter battle cave strike endurance tip base light wobbuffet eye lip body series tail food point nature darkcave marking eyespot leg hatred
203,https://archives.bulbagarden.net/media/upload/thumb/6/65/0203Girafarig.png/70px-0203Girafarig.png,Girafarig,weak weak frail frail slow light short early bird inner focus sap sipper normal psychic  girafarig 203 grassland spike half movetwin mouth nose male power spot feeding plant blaze thinking head section action tip ossicone form muzzle eye triangular neck life brain move danger tail tooth stimulus back top smell savanna
204,https://archives.bulbagarden.net/media/upload/thumb/7/7a/0204Pineco.png/70px-0204Pineco.png,Pineco,weak weak frail frail slow light short overcoat sturdy bug forretress pineco 204 spike insect branch tree bark prey bird cone limb insectoid head air shell size temperate forest glue eye weight body fluid top ground stem
205,https://archives.bulbagarden.net/media/upload/thumb/4/45/0205Forretress.png/70px-0205Forretress.png,Forretress,weak weak bulky frail slow light short overcoat sturdy bug steel  forretress 205 piece opponent pupil spike half tree enemy prey limb defense levitation effort insectoid reflex sphericalinsectoidpokémonwith trunk shell temperate steel forest plate eye front body line back point forretress ridge
206,https://archives.bulbagarden.net/media/upload/thumb/c/c0/0206Dunsparce.png/70px-0206Dunsparce.png,Dunsparce,weak weak frail frail slow light short rattled run away serene grace normal  dunsparce 206 serpentine flee sky smell mouth wing maze prong dunsparce underside earth cave insectoid head drill face time share middle dirt nest form incavesand cream jowl eye detection move withdiglettand body tail chin movehyper scientist back tunnel ground eyelid
207,https://archives.bulbagarden.net/media/upload/thumb/4/49/0207Gligar.png/70px-0207Gligar.png,Gligar,weak weak frail frail slow light short hyper cutter immunity sand veil ground flying gliscor gligar 207 anime pupil opponent chiropteranpokémonwithscorpionfeature mouth enemy wing side prey venom male limb arm wave obstacle gliding stinger inthe scorpion feed cliff head face claw wrist section air ankle pincer chiropteran size environment region nest purple eye membrane hind triangular jaw body split tail tooth feature ear tongue foot ground leg
